Interceptor,Manhole,Date,Time,Temp,ph,Tot.Sulfide,Dis.Sulfide,Tot.Iron,FerrousFe
Westside,yuccesp,21-08-12,09:40,82,6.6,0.8,0.2,20.4,
Westside,yuccesp,07-09-12,09:45,84,7.1,0.5,0.2,,
Westside,yuccesp,19-09-12,09:15,80,6.4,0.8,0.6,,
Westside,yuccesp,02-10-12,16:45,81,7.5,1,0.7,,
Westside,yuccesp,17-10-12,09:45,77,6.7,1.2,0.6,18.8,
Westside,yuccesp,07-11-12,09:30,76,7.1,0.4,0.2,,
Westside,yuccesp,19-11-12,09:30,73,6.9,1,0.3,,
Westside,yuccesp,05-12-12,09:00,72,7.1,0.3,0.1,,
Westside,yuccesp,19-12-12,08:45,67,7,1,0.5,,
Westside,oldcoso,21-12-11,08:10,66,7,0.9,0.3,,
Westside,oldcoso,03-01-12,13:05,68,6.7,0.3,0.1,,
Westside,oldcoso,16-01-12,10:30,67,7.6,0.2,0.1,,
Westside,oldcoso,06-02-12,09:15,66,7.4,0.3,0.1,,
Westside,oldcoso,21-02-12,17:00,67,7.1,0.8,0.6,,
Westside,oldcoso,05-03-12,11:00,70,7.4,0.3,0.2,,
Westside,oldcoso,20-03-12,09:35,65,7.4,0.4,0.2,,
Westside,oldcoso,02-04-12,12:25,70,7.5,0.6,0.3,,
Westside,oldcoso,17-04-12,09:40,72,7.3,1.6,0.8,19.7,
Westside,oldcoso,08-05-12,14:50,77,7.4,0.5,0.3,,
Westside,oldcoso,22-05-12,10:30,77,6.4,0.5,0.2,26.4,
Westside,oldcoso,04-06-12,14:00,79,7.2,0.5,0.4,,
Westside,oldcoso,27-06-12,09:40,81,6.4,0.5,0.4,20.4,
Westside,oldcoso,09-07-12,07:50,81,6.5,0.7,0.1,,
Westside,oldcoso,23-07-12,14:00,84,7.3,0.9,0.2,,
Westside,oldcoso,06-08-12,12:35,84,7.2,1,0.4,,
Westside,oldcoso,21-08-12,09:55,81,6.4,0.5,0.1,18.1,
Westside,oldcoso,07-09-12,10:15,84,7.2,0.4,0.1,,
Westside,oldcoso,19-09-12,09:30,79,6.4,0.5,0.2,20.6,
Westside,oldcoso,02-10-12,16:30,81,7.5,0.7,0.3,,
Westside,oldcoso,17-10-12,09:55,76,6.7,0.6,0.3,,
Westside,oldcoso,07-11-12,09:40,77,7.6,0.2,0.1,,
Westside,oldcoso,19-11-12,09:45,72,6.8,0.5,0.1,,
Westside,oldcoso,05-12-12,09:15,72,7,0.3,0.1,,
Westside,oldcoso,19-12-12,09:00,67,7,0.4,0.2,,
Westside,oldcoor,21-12-11,08:20,65,6.9,0.6,0.1,,
Westside,oldcoor,03-01-12,13:15,67,7.6,0.2,0.1,,
Westside,oldcoor,16-01-12,10:35,67,7.5,0.1,0.1,,
Westside,oldcoor,06-02-12,09:25,66,7.5,0.1,0.1,,
Westside,oldcoor,21-02-12,16:45,67,7,0.3,0.1,,
Westside,oldcoor,05-03-12,11:10,70,7.5,0.1,0.1,,
Westside,oldcoor,20-03-12,09:55,67,6.2,0.2,0.1,,
Westside,oldcoor,02-04-12,12:55,71,7.3,0.3,0.1,,
Westside,oldcoor,17-04-12,09:50,71,7.2,0.6,0.1,25.2,
Westside,oldcoor,08-05-12,12:40,76,7.4,0.1,0.1,,
Westside,oldcoor,22-05-12,11:05,79,6.6,0.2,0.1,19,
Westside,oldcoor,04-06-12,14:15,79,6.9,0.1,0.1,,
Westside,oldcoor,27-06-12,09:50,82,6.4,0.3,0.1,20.6,
Westside,oldcoor,09-07-12,08:20,81,6.3,0.7,0.1,,
Westside,oldcoor,23-07-12,14:30,86,7.3,0.3,0.2,,
Westside,oldcoor,06-08-12,13:10,85,7.1,0.5,0.3,,
Westside,oldcoor,21-08-12,10:05,81,6.4,0.5,0.1,20,
Westside,oldcoor,07-09-12,10:00,84,6.9,0.3,0.1,,
Westside,oldcoor,19-09-12,09:40,79,6.4,0.2,0.1,20.4,
Westside,oldcoor,02-10-12,16:00,81,7.3,0.3,0.1,,
Westside,oldcoor,17-10-12,10:10,75,6.6,0.2,0.1,,
Westside,oldcoor,07-11-12,09:50,76,7.6,0.1,0.1,,
Westside,oldcoor,19-11-12,10:00,71,6.8,0.3,0.1,,
Westside,oldcoor,05-12-12,09:30,71,7,0.3,0.1,,
Westside,oldcoor,19-12-12,09:15,66,7,0.1,0.1,,
Westside,blakeco,21-12-11,08:35,64,6.6,0.9,0.5,,
Westside,blakeco,03-01-12,13:25,67,7.6,0.1,0.1,,
Westside,blakeco,16-01-12,10:45,66,7.8,0.2,0.1,,
Westside,blakeco,06-02-12,09:35,65,7.5,0.3,0.1,,
Westside,blakeco,21-02-12,16:30,66,7.2,0.5,0.5,,
Westside,blakeco,05-03-12,11:20,69,7.3,0.2,0.1,,
Westside,blakeco,20-03-12,10:25,67,7.3,0.8,0.6,,
Westside,blakeco,02-04-12,13:05,75,7.6,0.5,0.3,,
Westside,blakeco,17-04-12,10:10,71,6.9,1.3,1,17.9,
Westside,blakeco,08-05-12,13:10,75,7.4,1,0.9,,
Westside,blakeco,22-05-12,11:25,78,6.6,0.7,0.4,17.3,
Westside,blakeco,04-06-12,14:30,79,7.5,0.7,0.5,,
Westside,blakeco,27-06-12,,,,,,,
Westside,blakeco,09-07-12,,,,,,,
Westside,blakeco,23-07-12,,,,,,,
Westside,blakeco,06-08-12,,,,,,,
Westside,blakeco,21-08-12,,,,,,,
Westside,blakeco,07-09-12,,,,,,,
Westside,blakeco,19-09-12,,,,,,,
Westside,blakeco,02-10-12,,,,,,,
Westside,blakeco,17-10-12,,,,,,,
Westside,blakeco,07-11-12,10:00,76,7.4,0.1,0.1,,
Westside,blakeco,19-11-12,10:20,72,6.8,0.7,0.7,,
Westside,blakeco,05-12-12,09:50,72,7,0.4,0.3,,
Westside,blakeco,19-12-12,09:35,65,7,0.6,0.5,,
Westside,ltwenty,21-12-11,08:50,60,6.6,0.4,0.1,,
Westside,ltwenty,04-01-12,13:45,65,7.6,0.6,0.2,,
Westside,ltwenty,17-01-12,15:45,65,7.6,0.2,0.1,,
Westside,ltwenty,06-02-12,15:50,66,7.5,0.3,0.2,,
Westside,ltwenty,21-02-12,15:50,65,7.2,0.4,0.1,,
Westside,ltwenty,06-03-12,13:15,67,7.2,0.3,0.1,,
Westside,ltwenty,20-03-12,10:50,63,7,0.4,0.2,,
Westside,ltwenty,02-04-12,14:00,69,7.6,0.5,0.3,,
Westside,ltwenty,17-04-12,10:30,71,6.8,0.4,0.1,18.8,
Westside,ltwenty,09-05-12,14:50,75,7.2,0.4,0.2,,
Westside,ltwenty,22-05-12,09:30,78,6.9,0.4,0.1,14.5,
Westside,ltwenty,04-06-12,14:55,78,7.4,0.5,0.2,,
Westside,ltwenty,27-06-12,10:20,82,6.4,0.7,0.1,16.6,
Westside,ltwenty,09-07-12,08:50,81,6.7,0.6,0.1,,
Westside,ltwenty,24-07-12,08:50,85,7.4,1.4,0.5,,
Westside,ltwenty,06-08-12,13:35,83,7.4,0.6,0.2,,
Westside,ltwenty,21-08-12,10:35,82,6.4,0.8,0.2,15.4,
Westside,ltwenty,06-09-12,17:40,84,7.5,0.7,0.2,,
Westside,ltwenty,19-09-12,10:05,79,6.5,0.3,0.1,14.3,
Westside,ltwenty,02-10-12,15:40,85,7.5,0.9,0.2,,
Westside,ltwenty,17-10-12,10:35,78,6.8,0.7,0.4,12,
Westside,ltwenty,07-11-12,15:10,76,7.6,0.4,0.1,,
Westside,ltwenty,19-11-12,10:35,72,6.9,0.8,0.4,,
Westside,ltwenty,05-12-12,10:15,71,7.6,0.5,0.3,,
Westside,ltwenty,19-12-12,10:05,65,7,0.5,0.3,,
Westside,plantin,21-12-11,09:55,60,6.7,0.1,0.1,,
Westside,plantin,04-01-12,15:20,65,7.4,0.4,0.2,,
Westside,plantin,17-01-12,12:20,64,7.3,0.4,0.2,,
Westside,plantin,07-02-12,13:10,63,7.6,0.4,0.2,,
Westside,plantin,21-02-12,11:55,63,7.3,0.2,0.1,,
Westside,plantin,06-03-12,12:30,65,7.7,0.1,0.1,,
Westside,plantin,20-03-12,12:15,63,7.2,0.5,0.3,,
Westside,plantin,02-04-12,15:05,60,7.8,0.6,0.2,,
Westside,plantin,17-04-12,11:30,69,7,0.4,0.1,15.3,
Westside,plantin,09-05-12,14:20,74,7.4,0.7,0.4,,
Westside,plantin,22-05-12,15:45,76,7.2,3,0.2,12.6,
Westside,plantin,04-06-12,15:20,78,7.5,3,0.3,,
Westside,plantin,27-06-12,11:15,81,6.8,0.5,0.1,8.1,
Westside,plantin,09-07-12,09:40,81,6.7,1,0.1,,
Westside,plantin,24-07-12,09:30,87,7.3,0.9,0.1,,
Westside,plantin,07-08-12,14:45,84,7.2,1,0.4,,
Westside,plantin,21-08-12,11:15,82,6.6,0.2,0.1,10.2,
Westside,plantin,06-09-12,14:15,83,7.3,0.7,0.2,,
Westside,plantin,19-09-12,11:00,80,6.7,0.8,0.1,16.4,
Westside,plantin,02-10-12,14:40,81,8,0.7,0.1,,
Westside,plantin,17-10-12,11:40,78,6.9,0.9,0.1,15.3,
Westside,plantin,07-11-12,13:35,76,7.7,0.4,0.1,,
Westside,plantin,19-11-12,11:30,71,6.9,1,0.5,,
Westside,plantin,05-12-12,10:40,70,7.7,0.2,0.1,,
Westside,plantin,19-12-12,11:00,64,7.1,0.2,0.1,,
Edith,willloc,21-12-11,12:10,63,6.6,0.5,0.3,,
Edith,willloc,04-01-12,16:40,63,6.6,0.4,0.3,,
Edith,willloc,17-01-12,09:00,63,6.7,0.1,0.1,,
Edith,willloc,07-02-12,15:45,62,7.5,0.3,0.2,,
Edith,willloc,21-02-12,14:30,63,7,0.4,0.2,,
Edith,willloc,06-03-12,15:40,65,7.4,0.3,0.2,,
Edith,willloc,03-04-12,15:20,68,7.5,0.2,0.2,,
Edith,willloc,17-04-12,14:10,71,6.6,0.2,0.1,14.4,
Edith,willloc,09-05-12,17:00,74,7.3,0.2,0.1,,
Edith,willloc,22-05-12,13:20,78,6.5,0.3,0.2,15.9,
Edith,willloc,04-06-12,18:40,77,7.6,0.5,0.4,,
Edith,willloc,27-06-12,13:45,86,6.8,0.1,0.1,3.8,
Edith,willloc,09-07-12,12:20,84,6.2,0.4,0.4,,
Edith,willloc,24-07-12,17:20,83,7.4,0.2,0.2,,
Edith,willloc,07-08-12,16:15,86,7.5,0.5,0.4,,
Edith,willloc,21-08-12,13:40,85,6.6,0.1,0.1,2.2,
Edith,willloc,06-09-12,15:45,85,7.6,0.9,0.8,,
Edith,willloc,19-09-12,13:30,82,6.6,0.7,0.4,15.7,
Edith,willloc,02-10-12,11:!5,80,7.5,0.5,0.3,,
Edith,willloc,17-10-12,14:05,78,6.7,0.5,0.3,15.5,
Edith,willloc,07-11-12,11::10,77,7.5,0.4,0.2,,
Edith,willloc,19-11-12,14:15,72,7.1,0.6,0.4,,
Edith,willloc,04-12-12,16:50,69,7.5,0.2,0.1,,
Edith,willloc,19-12-12,13:50,64,6.7,0.4,0.3,,
Edith,edicord,21-12-11,12:35,63,6.7,0.2,0.1,,
Edith,edicord,04-01-12,16:20,63,6.5,0.1,0.1,,
Edith,edicord,17-01-12,09:30,63,6.8,0.1,0.1,,
Edith,edicord,07-02-12,15:00,63,7.6,0.1,0.1,,
Edith,edicord,21-02-12,15:00,63,7.1,0.2,0.1,,
Edith,edicord,06-03-12,14:35,64,7.2,0.2,0.2,,
Edith,edicord,03-04-12,15:05,66,7,0.3,0.1,,
Edith,edicord,17-04-12,14:40,71,6.8,0.3,0.1,12,
Edith,edicord,09-05-12,16:15,75,5.9,0.1,0.1,,
Edith,edicord,22-05-12,12:55,76,7,0.2,0.1,8.2,
Edith,edicord,04-06-12,17:30,77,7.1,0.3,0.1,,
Edith,edicord,27-06-12,14:05,84,6.9,0.1,0.1,2.7,
Edith,edicord,09-07-12,12:50,83,6.5,0.2,0.1,,
Edith,edicord,24-07-12,15:45,86,7.1,0.3,0.1,,
Edith,edicord,07-08-12,15:15,85,7.7,0.2,0.1,,
Edith,edicord,21-08-12,14:05,84,6.8,0.2,0.2,2.3,
Edith,edicord,06-09-12,15:00,84,7,0.2,0.2,,
Edith,edicord,19-09-12,14:00,81,6.6,0.1,0.1,6,
Edith,edicord,02-10-12,12:00,80,6.9,0.1,0.1,,
Edith,edicord,17-10-12,14:30,78,7,0.1,0.1,3.9,
Edith,edicord,07-11-12,12:00,77,7.1,0.1,0.1,,
Edith,edicord,19-11-12,14:50,73,7.1,0.1,0.1,,
Edith,edicord,04-12-12,15:45,70,7.1,0.1,0.1,,
Edith,edicord,19-12-12,14:20,64,6.8,0.1,0.1,,
Edith,broadwa,21-12-11,13:00,63,6.6,1.3,1.3,,
Edith,broadwa,04-01-12,15:35,63,7.1,1.5,1.4,,
Edith,broadwa,17-01-12,10:00,64,7.5,0.5,0.4,,
Edith,broadwa,07-02-12,14:00,63,7.4,0.8,0.6,,
Edith,broadwa,21-02-12,15:30,64,7.1,1.4,,,
Edith,broadwa,06-03-12,13:40,66,7.5,1.3,0.8,,
Edith,broadwa,02-04-12,14:20,68,7.6,1.5,1.1,,
Edith,broadwa,17-04-12,15:10,73,6.4,1.4,1.2,14.4,
Edith,broadwa,09-05-12,15:05,76,7.4,1.4,1.3,,
Edith,broadwa,22-05-12,12:25,78,6.7,1.7,1,8.5,
Edith,broadwa,04-06-12,16:25,78,7.5,2.3,1.1,,
Edith,broadwa,27-06-12,14:30,83,6.9,2.8,2.5,3.5,
Edith,broadwa,09-07-12,13:15,83,6.5,3,2.6,,
Edith,broadwa,24-07-12,08:30,86,7.5,2.5,2,,
Edith,broadwa,06-08-12,15:00,84,7.5,2,2,,
Edith,broadwa,21-08-12,14:30,84,6.4,2.9,2.3,3.8,
Edith,broadwa,06-09-12,14:20,84,6.5,3,2,,
Edith,broadwa,19-09-12,14:25,82,6.9,2.7,2.7,4.1,
Edith,broadwa,02-10-12,15:00,81,7.6,1.8,1.7,,
Edith,broadwa,17-10-12,15:00,80,7.2,2.3,2,2.5,
Edith,broadwa,07-11-12,13:55,78,7.2,2,1.8,,
Edith,broadwa,19-11-12,15:15,72,7.3,2.7,2.4,,
Edith,broadwa,04-12-12,14:55,70,7.8,2.1,1.8,,
Edith,broadwa,19-12-12,14:45,64,7,2.8,2.8,,
Edith,tijeras,21-12-11,09:40,60,6.7,0.7,0.6,,
Edith,tijeras,04-01-12,15:00,63,6.9,0.5,0.2,,
Edith,tijeras,17-01-12,11:00,62,7.1,0.3,0.1,,
Edith,tijeras,07-02-12,13:10,62,7.2,0.5,0.2,,
Edith,tijeras,21-02-12,11:45,61,7.2,0.6,0.4,,
Edith,tijeras,06-03-12,12:15,65,7.3,0.1,0.1,,
Edith,tijeras,03-04-12,15:05,64,7.2,0.6,0.5,,
Edith,tijeras,17-04-12,11:20,68,6.5,0.4,0.3,5.6,
Edith,tijeras,09-05-12,14:10,72,6.9,0.6,0.5,,
Edith,tijeras,22-05-12,14:55,77,6.8,0.6,0.4,5.1,
Edith,tijeras,04-06-12,15:40,77,7.3,0.7,0.5,,
Edith,tijeras,27-06-12,11:00,81,6.5,1.7,1.3,5.9,
Edith,tijeras,09-07-12,09:30,81,6.9,1,1,,
Edith,tijeras,24-07-12,10:05,83,7.1,0.5,0.5,,
Edith,tijeras,07-08-12,14:30,81,7,1,1,,
Edith,tijeras,21-08-12,11:10,82,6.5,0.1,0.1,,
Edith,tijeras,06-09-12,14:!0,83,6.7,0.3,0.2,,
Edith,tijeras,19-09-12,10:35,79,6.9,0.3,0.2,4.7,
Edith,tijeras,02-10-12,14:30,81,7.1,0.5,0.3,,
Edith,tijeras,17-10-12,11:30,77,7.2,0.6,0.3,2.6,
Edith,tijeras,07-11-12,13:35,76,7.2,0.5,0.3,,
Edith,tijeras,19-11-12,11:20,70,6.8,0.8,0.8,,
Edith,tijeras,04-12-12,14:35,69,7.5,0.8,0.8,,
Edith,tijeras,19-12-12,10:50,61,7.1,0.6,0.6,,
Westside,oldcoso,07-04-10,11:30,65,1.9,0.6,0.3,,
Westside,oldcoso,20-04-10,,,,,,,
Westside,oldcoso,04-05-10,,,,,,,
Westside,oldcoso,21-05-10,07:55,73,7.3,1.1,0.2,12.3,
Westside,oldcoso,02-06-10,10:50,79,7.3,0.5,0.3,,
Westside,oldcoso,15-06-10,10:30,80,7.3,1.1,0.1,13.8,
Westside,oldcoso,07-07-10,11:00,82,7,0.8,0.1,,
Westside,oldcoso,21-07-10,09:20,82,7.6,1,0.1,15.8,
Westside,oldcoso,03-08-10,10:55,81,7.6,2,0.7,,
Westside,oldcoso,18-08-10,09:45,82,7.3,0.5,0.1,14.2,
Westside,oldcoso,09-09-10,08:45,81,6.5,1.5,0.5,,
Westside,oldcoso,21-09-10,09:15,82,7.3,0.9,0.1,33,
Westside,oldcoso,05-10-10,10:45,80,,0.4,0.2,,
Westside,oldcoso,19-10-10,08:20,77,6.2,0.1,0.1,14.5,
Westside,oldcoso,02-11-10,13:00,77,,0.5,0.1,,
Westside,oldcoso,15-11-10,09:40,69,6.6,0.3,0.1,17.5,
Westside,oldcoso,07-12-10,10:30,71,7.2,0.3,0.1,,
Westside,oldcoso,20-12-10,07:55,65,6.6,1.5,1.5,2.6,
Westside,oldcoor,18-11-09,15:25,73,,0.2,0.1,,
Westside,oldcoor,02-12-09,11:05,68.9,,0.1,0,,
Westside,oldcoor,14-12-09,15:30,69,6.6,0.1,0.1,9.9,
Westside,oldcoor,04-01-10,15:00,67,,1.2,0.8,,
Westside,oldcoor,19-01-10,09:45,68,6.8,0.1,0.1,9.4,
Westside,oldcoor,03-02-10,09:15,65,,0.1,0.1,,
Westside,oldcoor,18-02-10,07:40,64,7.8,0.5,0.5,0.2,
Westside,oldcoor,03-03-10,09:55,66,,0.1,0.1,,
Westside,oldcoor,16-03-10,10:35,66,7.9,0.2,0.1,5.85,
Westside,oldcoor,06-04-10,09:30,63,1.8,0.3,0.2,5.1,
Westside,oldcoor,19-04-10,11:45,72, ,0.1,0.1,,
Westside,oldcoor,03-05-10,12:15,73,7.8,0.4,0.2,,
Westside,oldcoor,21-05-10,08:10,74,7.1,0.5,0.1,13.2,
Westside,oldcoor,02-06-10,11:15,79,7.4,0.5,0.2,,
Westside,oldcoor,15-06-10,10:45,80,7.4,0.5,0.1,12.7,
Westside,oldcoor,07-07-10,11:10,81,6.8,0.3,0.1,,
Westside,oldcoor,21-07-10,09:35,83,7.1,0.5,0.1,17.6,
Westside,oldcoor,03-08-10,10:40,82,7.6,0.6,0.3,,
Westside,oldcoor,18-08-10,10:00,81,7,0.5,0.1,15.9,
Westside,oldcoor,09-09-10,09:00,81,6.6,0.4,0.2,,
Westside,oldcoor,21-09-10,09:30,82,7.4,0.4,0.1,29.6,
Westside,oldcoor,05-10-10,11:00,81,,0.2,0.1,,
Westside,oldcoor,19-10-10,08:35,77,6.8,0.2,0.1,15.5,
Westside,oldcoor,02-11-10,13:10,77,,0.2,0.1,,
Westside,oldcoor,15-11-10,09:50,69,6.1,0.3,0.1,28.6,
Westside,oldcoor,07-12-10,10:40,71,7.2,0.3,0.1,,
Westside,oldcoor,20-12-10,08:05,66,6.5,1,0.7,3.28,
Westside,blakeco,18-11-09,15:06,72,,0.7,0.4,,
Westside,blakeco,02-12-09,11:30,69.3,,0.3,0.1,,
Westside,blakeco,14-12-09,15:50,67,6.7,0.4,0.2,8.05,
Westside,blakeco,04-01-10,15:30,65,,0.3,0.1,,
Westside,blakeco,19-01-10,10:10,65,7.2,0.3,0.3,7.6,
Westside,blakeco,03-02-10,14:05,66,,0.2,0.2,,
Westside,blakeco,18-02-10,08:05,61,7.2,0.2,0.1,0.9,
Westside,blakeco,03-03-10,15:50,67,,0.4,0.3,,
Westside,blakeco,16-03-10,10:55,65,7.7,0.2,0.2,4.35,
Westside,blakeco,06-04-10,09:55,62,6.9,0.5,0.4,6.8,
Westside,blakeco,19-04-10,16:35,71,,1.2,0.8,,
Westside,blakeco,03-05-10,16:30,73,74,1.5,0.8,,
Westside,blakeco,21-05-10,08:30,74,7.1,1,0.6,12.3,
Westside,blakeco,02-06-10,15:15,77,7.5,1.2,0.5,,
Westside,blakeco,15-06-10,11:10,80,7.3,0.8,0.6,10.6,
Westside,blakeco,07-07-10,16:00,81,7.4,1,0.7,,
Westside,blakeco,21-07-10,09:55,84,7.3,1.2,0.6,13.1,
Westside,blakeco,03-08-10,15:55,82,7.5,2,1.4,,
Westside,blakeco,18-08-10,10:15,83,7.3,0.8,0.6,9.7,
Westside,blakeco,08-09-10,17:15,82,6.8,2.3,0.8,,
Westside,blakeco,21-09-10,09:50,81,7,1.4,0.5,19.6,
Westside,blakeco,06-10-10,13:30,81,,1,0.4,,
Westside,blakeco,19-10-10,08:55,77,7,0.9,0.5,12.4,
Westside,blakeco,03-11-10,11:25,76,,1,0.5,,
Westside,blakeco,15-11-10,10:10,70,6.4,0.6,0.3,13.8,
Westside,blakeco,07-12-10,10:55,70,7.2,0.7,0.3,,
Westside,blakeco,20-12-10,08:30,65,6.6,0.8,0.6,2.7,
Westside,ltwenty,18-11-09,14:30,71,,1.2,1,,
Westside,ltwenty,02-12-09,11:45,69,,0.5,0.4,,
Westside,ltwenty,14-12-09,16:10,67,6.7,0.5,0.4,9.7,
Westside,ltwenty,04-01-10,16:00,64,,0.5,0.3,,
Westside,ltwenty,19-01-10,10:35,64,7.2,0.2,0.2,7.6,
Westside,ltwenty,03-02-10,15:15,62,,0.6,0.3,,
Westside,ltwenty,18-02-10,09:15,63,7.6,0.7,0.4,1.3,
Westside,ltwenty,03-03-10,16:55,65,,0.5,0.2,,
Westside,ltwenty,16-03-10,,,,,,,
Westside,ltwenty,06-04-10,10:20,61,7.6,1.4,1.1,5.8,
Westside,ltwenty,19-04-10,17:30,70,,3,1.5,,
Westside,ltwenty,03-05-10,17:45,71,7.8,2.6,1.4,,
Westside,ltwenty,21-05-10,08:55,74,6.8,1,0.1,10.3,
Westside,ltwenty,02-06-10,16:20,77,7.3,1.5,0.2,,
Westside,ltwenty,15-06-10,12:00,81,7.4,0.7,0.2,10.3,
Westside,ltwenty,08-07-10,09:25,79,7.7,1.3,0.4,,
Westside,ltwenty,21-07-10,10:20,84,7.5,0.5,0.1,10.3,
Westside,ltwenty,03-08-10,17:00,81,7.4,2.5,1.2,,
Westside,ltwenty,18-08-10,10:40,83,7.4,0.8,0.1,13.3,
Westside,ltwenty,09-09-10,16:00,83,6.9,1.5,0.7,,
Westside,ltwenty,21-09-10,10:10,84,7.4,0.5,0.1,14.1,
Westside,ltwenty,06-10-10,13:55,80,,0.7,0.4,,
Westside,ltwenty,19-10-10,09:20,76,7.3,0.4,0.1,9.1,
Westside,ltwenty,03-11-10,14:05,74,,0.7,0.3,,
Westside,ltwenty,15-11-10,10:30,,,,,,
Westside,ltwenty,07-12-10,14:45,,,,,,
Westside,ltwenty,20-12-10,08:50,,,,,,
Westside,plantin,18-11-09,08:40,69,,0.2,0.1,,
Westside,plantin,02-12-09,12:05,68,,0.1,0.1,,
Westside,plantin,14-12-09,16:45,64,6.8,0.3,0.2,5.5,
Westside,plantin,05-01-10,11:25,62,,0.5,0.2,,
Westside,plantin,19-01-10,11:40,63,6.5,0.2,0.2,5.2,
Westside,plantin,03-02-10,09:05,59,,0.1,0.1,,
Westside,plantin,18-02-10,09:40,63,6.9,0.1,0.1,7.6,
Westside,plantin,03-03-10,09:05,62,,0.4,0.1,,
Westside,plantin,16-03-10,12:00,64,7.3,0.5,0.3,3.55,
Westside,plantin,06-04-10,10:50,61,7.3,0.2,0.1,3.75,
Westside,plantin,20-04-10,,,,,,,
Westside,plantin,04-05-10,,,,,,,
Westside,plantin,19-05-10,07:05,70,7.8,0.3,0.2,5.15,
Westside,plantin,03-06-10,13:10,78,7.7,0.8,0.5,,
Westside,plantin,15-06-10,12:35,81,7.2,1,0.3,5.3,
Westside,plantin,08-07-10,23:25,82,7.5,0.6,0.1,,
Westside,plantin,21-07-10,11:30,87,7.1,0.5,0.1,,
Westside,plantin,04-08-10,08:30,82,6.9,0.7,0.5,,
Westside,plantin,17-08-10,10:30,82,7.2,0.8,0.1,14.3,
Westside,plantin,09-09-10,09:35,81,6.5,1.3,1,,
Westside,plantin,21-09-10,11:15,84,6.9,2,0.5,18.2,
Westside,plantin,07-10-10,10:00,82,7.4,0.4,0.1,,
Westside,plantin,20-10-10,08:20,74,6.6,0.3,0.1,4.35,
Westside,plantin,04-11-10,08:20,72,,0.3,0.2,8.65,
Westside,plantin,16-11-10,08:25,67,6.8,0.2,0.1,8.65,
Westside,plantin,08-12-10,09:50,68,7,0.2,0.1,8.75,
Westside,plantin,21-12-10,08:05,64,,0.1,0.1,5.8,
